ability,trait,value,table_name
Verbal Ability,Locus of Control,0.15,neurotism
Verbal Ability,General Factor of Personality,-0.03,neurotism
Verbal Ability,Factor Alpha,-0.02,neurotism
Reading and Writing,Neurotism,-0.05,neurotism
Reading and Writing,Withdrawal,0.0,neurotism
Reading and Writing,Volatility,0.0,neurotism
Reading and Writing,Negative affect,0.0,neurotism
Reading and Writing,Depression,0.12,neurotism
Reading and Writing,Anxiety,-0.18,neurotism
Reading and Writing,Anxiety (Test),0.0,neurotism
Reading and Writing,Uneven Tempered,-0.1,neurotism
Reading and Writing,Suspiciousness,0.0,neurotism
Reading and Writing,Self esteem,0.21,neurotism
Reading and Writing,Stress tolerance,0.45,neurotism
Reading and Writing,Locus of Control,0.0,neurotism
Reading and Writing,General Factor of Personality,0.0,neurotism
Reading and Writing,Factor Alpha,0.29,neurotism
Reading Comprehension,Neurotism,-0.16,neurotism
Reading Comprehension,Withdrawal,0.0,neurotism
Reading Comprehension,Volatility,-0.02,neurotism
Reading Comprehension,Negative affect,-0.14,neurotism
Reading Comprehension,Depression,-0.2,neurotism
Reading Comprehension,Anxiety,-0.43,neurotism
Reading Comprehension,Anxiety (Test),-0.38,neurotism
Reading Comprehension,Uneven Tempered,-0.52,neurotism
Reading Comprehension,Suspiciousness,-0.33,neurotism
Reading Comprehension,Self esteem,0.25,neurotism
Reading Comprehension,Stress tolerance,0.13,neurotism
Reading Comprehension,Locus of Control,0.71,neurotism
Reading Comprehension,General Factor of Personality,0.02,neurotism
Reading Comprehension,Factor Alpha,0.56,neurotism
Reading Decoding,Neurotism,-0.09,neurotism
Reading Decoding,Withdrawal,0.0,neurotism
Reading Decoding,Volatility,0.0,neurotism
Reading Decoding,Negative affect,0.0,neurotism
Reading Decoding,Depression,0.0,neurotism
Reading Decoding,Anxiety,0.0,neurotism
Reading Decoding,Anxiety (Test),0.0,neurotism
Reading Decoding,Uneven Tempered,0.0,neurotism
Reading Decoding,Suspiciousness,0.0,neurotism
Reading Decoding,Self esteem,0.0,neurotism
Reading Decoding,Stress tolerance,0.0,neurotism
Reading Decoding,Locus of Control,-0.21,neurotism
Reading Decoding,General Factor of Personality,0.0,neurotism
Reading Decoding,Factor Alpha,0.0,neurotism
Reading Speed,Neurotism,-0.02,neurotism
Reading Speed,Withdrawal,0.0,neurotism
Reading Speed,Volatility,0.0,neurotism
Reading Speed,Negative affect,0.0,neurotism
Reading Speed,Depression,-0.17,neurotism
Reading Speed,Anxiety,0.0,neurotism
Reading Speed,Anxiety (Test),0.0,neurotism
Reading Speed,Uneven Tempered,0.03,neurotism
Reading Speed,Suspiciousness,-0.19,neurotism
Reading Speed,Self esteem,0.0,neurotism
Reading Speed,Stress tolerance,0.0,neurotism
Reading Speed,Locus of Control,0.0,neurotism
Reading Speed,General Factor of Personality,0.14,neurotism
Reading Speed,Factor Alpha,0.0,neurotism
Native Language Usage,Neurotism,-0.06,neurotism
Native Language Usage,Withdrawal,0.52,neurotism
Native Language Usage,Volatility,0.04,neurotism
Native Language Usage,Negative affect,0.0,neurotism
Native Language Usage,Depression,0.0,neurotism
Native Language Usage,Anxiety,-0.06,neurotism
Native Language Usage,Anxiety (Test),-0.55,neurotism
Native Language Usage,Uneven Tempered,-0.46,neurotism
Native Language Usage,Suspiciousness,0.03,neurotism
Native Language Usage,Self esteem,0.22,neurotism
Native Language Usage,Stress tolerance,0.02,neurotism
Native Language Usage,Locus of Control,0.16,neurotism
Native Language Usage,General Factor of Personality,0.0,neurotism
Native Language Usage,Factor Alpha,-0.17,neurotism
Writing Ability,Neurotism,-0.0,neurotism
Writing Ability,Withdrawal,0.0,neurotism
Writing Ability,Volatility,0.0,neurotism
Writing Ability,Negative affect,0.0,neurotism
Writing Ability,Depression,0.04,neurotism
Writing Ability,Anxiety,-0.09,neurotism
Writing Ability,Anxiety (Test),-0.25,neurotism
Writing Ability,Uneven Tempered,-0.34,neurotism
Writing Ability,Suspiciousness,0.0,neurotism
Writing Ability,Self esteem,0.07,neurotism
Writing Ability,Stress tolerance,0.0,neurotism
Writing Ability,Locus of Control,0.68,neurotism
Writing Ability,General Factor of Personality,0.0,neurotism
Writing Ability,Factor Alpha,0.43,neurotism
Spelling Ability,Neurotism,-0.09,neurotism
Spelling Ability,Withdrawal,0.05,neurotism
Spelling Ability,Volatility,0.0,neurotism
Spelling Ability,Negative affect,0.0,neurotism
Spelling Ability,Depression,0.01,neurotism
Spelling Ability,Anxiety,0.0,neurotism
Spelling Ability,Anxiety (Test),-0.29,neurotism
Spelling Ability,Uneven Tempered,-0.4,neurotism
Spelling Ability,Suspiciousness,-0.1,neurotism
Spelling Ability,Self esteem,0.19,neurotism
Spelling Ability,Stress tolerance,0.11,neurotism
Spelling Ability,Locus of Control,0.11,neurotism
Spelling Ability,General Factor of Personality,0.0,neurotism
Spelling Ability,Factor Alpha,-0.04,neurotism
Comprehension Knowledge,Neurotism,-0.25,neurotism
Comprehension Knowledge,Withdrawal,-0.26,neurotism
Comprehension Knowledge,Volatility,0.0,neurotism
Comprehension Knowledge,Negative affect,-1.36,neurotism
Comprehension Knowledge,Depression,-0.33,neurotism
Comprehension Knowledge,Anxiety,-0.37,neurotism
Comprehension Knowledge,Anxiety (Test),-1.18,neurotism
Comprehension Knowledge,Uneven Tempered,-0.42,neurotism
Comprehension Knowledge,Suspiciousness,-0.47,neurotism
Comprehension Knowledge,Self esteem,0.21,neurotism
Comprehension Knowledge,Stress tolerance,0.0,neurotism
Comprehension Knowledge,Locus of Control,-0.19,neurotism
Comprehension Knowledge,General Factor of Personality,0.17,neurotism
Comprehension Knowledge,Factor Alpha,0.1,neurotism
General Verbal Information,Neurotism,-0.25,neurotism
General Verbal Information,Withdrawal,0.0,neurotism
General Verbal Information,Volatility,0.0,neurotism
General Verbal Information,Negative affect,-1.36,neurotism
General Verbal Information,Depression,-0.3,neurotism
General Verbal Information,Anxiety,-0.36,neurotism
General Verbal Information,Anxiety (Test),-0.4,neurotism
General Verbal Information,Uneven Tempered,-0.61,neurotism
General Verbal Information,Suspiciousness,-0.33,neurotism
General Verbal Information,Self esteem,0.32,neurotism
General Verbal Information,Stress tolerance,0.0,neurotism
General Verbal Information,Locus of Control,-0.01,neurotism
General Verbal Information,General Factor of Personality,0.15,neurotism
General Verbal Information,Factor Alpha,0.0,neurotism
Language Development,Neurotism,-0.08,neurotism
Language Development,Withdrawal,0.0,neurotism
Language Development,Volatility,0.0,neurotism
Language Development,Negative affect,0.0,neurotism
Language Development,Depression,-0.29,neurotism
Language Development,Anxiety,-0.5,neurotism
Language Development,Anxiety (Test),0.0,neurotism
Language Development,Uneven Tempered,-0.42,neurotism
Language Development,Suspiciousness,0.0,neurotism
Language Development,Self esteem,0.24,neurotism
Language Development,Stress tolerance,0.0,neurotism
Language Development,Locus of Control,0.0,neurotism
Language Development,General Factor of Personality,0.0,neurotism
Language Development,Factor Alpha,0.0,neurotism
Lexical Knowledge,Neurotism,-0.11,neurotism
Lexical Knowledge,Withdrawal,-0.21,neurotism
Lexical Knowledge,Volatility,0.03,neurotism
Lexical Knowledge,Negative affect,-0.44,neurotism
Lexical Knowledge,Depression,-0.21,neurotism
Lexical Knowledge,Anxiety,-0.15,neurotism
Lexical Knowledge,Anxiety (Test),-0.39,neurotism
Lexical Knowledge,Uneven Tempered,-0.42,neurotism
Lexical Knowledge,Suspiciousness,-0.36,neurotism
Lexical Knowledge,Self esteem,0.26,neurotism
Lexical Knowledge,Stress tolerance,0.1,neurotism
Lexical Knowledge,Locus of Control,0.62,neurotism
Lexical Knowledge,General Factor of Personality,0.02,neurotism
Lexical Knowledge,Factor Alpha,0.04,neurotism
Listening Ability,Neurotism,-0.22,neurotism
Listening Ability,Withdrawal,0.0,neurotism
Listening Ability,Volatility,0.0,neurotism
Listening Ability,Negative affect,0.0,neurotism
Listening Ability,Depression,-0.36,neurotism
Listening Ability,Anxiety,-0.22,neurotism
Listening Ability,Anxiety (Test),0.0,neurotism
Listening Ability,Uneven Tempered,0.0,neurotism
Listening Ability,Suspiciousness,0.0,neurotism
Listening Ability,Self esteem,0.23,neurotism
Listening Ability,Stress tolerance,0.0,neurotism
Listening Ability,Locus of Control,0.0,neurotism
Listening Ability,General Factor of Personality,0.0,neurotism
Listening Ability,Factor Alpha,0.0,neurotism
Domain Specific Knowledge,Neurotism,-0.16,neurotism
Domain Specific Knowledge,Withdrawal,0.02,neurotism
Domain Specific Knowledge,Volatility,0.0,neurotism
Domain Specific Knowledge,Negative affect,0.0,neurotism
Domain Specific Knowledge,Depression,0.0,neurotism
Domain Specific Knowledge,Anxiety,-0.11,neurotism
Domain Specific Knowledge,Anxiety (Test),-0.45,neurotism
Domain Specific Knowledge,Uneven Tempered,-0.53,neurotism
Domain Specific Knowledge,Suspiciousness,0.0,neurotism
Domain Specific Knowledge,Self esteem,0.28,neurotism
Domain Specific Knowledge,Stress tolerance,0.53,neurotism
Domain Specific Knowledge,Locus of Control,0.2,neurotism
Domain Specific Knowledge,General Factor of Personality,0.0,neurotism
Domain Specific Knowledge,Factor Alpha,0.0,neurotism
Foreign Language Proficiency,Neurotism,-0.16,neurotism
Foreign Language Proficiency,Withdrawal,0.0,neurotism
Foreign Language Proficiency,Volatility,0.0,neurotism
Foreign Language Proficiency,Negative affect,0.0,neurotism
Foreign Language Proficiency,Depression,-0.3,neurotism
Foreign Language Proficiency,Anxiety,-0.29,neurotism
Foreign Language Proficiency,Anxiety (Test),-0.64,neurotism
Foreign Language Proficiency,Uneven Tempered,-0.02,neurotism
Foreign Language Proficiency,Suspiciousness,0.0,neurotism
Foreign Language Proficiency,Self esteem,0.08,neurotism
Foreign Language Proficiency,Stress tolerance,0.0,neurotism
Foreign Language Proficiency,Locus of Control,0.0,neurotism
Foreign Language Proficiency,General Factor of Personality,0.08,neurotism
Foreign Language Proficiency,Factor Alpha,0.92,neurotism
Arts and Humanities,Neurotism,-0.05,neurotism
Arts and Humanities,Withdrawal,0.0,neurotism
Arts and Humanities,Volatility,0.0,neurotism
Arts and Humanities,Negative affect,0.0,neurotism
Arts and Humanities,Depression,0.0,neurotism
Arts and Humanities,Anxiety,0.0,neurotism
Arts and Humanities,Anxiety (Test),0.0,neurotism
Arts and Humanities,Uneven Tempered,-0.59,neurotism
Arts and Humanities,Suspiciousness,0.0,neurotism
Arts and Humanities,Self esteem,0.3,neurotism
Arts and Humanities,Stress tolerance,0.0,neurotism
Arts and Humanities,Locus of Control,0.0,neurotism
Arts and Humanities,General Factor of Personality,0.0,neurotism
Arts and Humanities,Factor Alpha,0.0,neurotism
Behavioral Content Knowledge,Neurotism,-0.13,neurotism
Behavioral Content Knowledge,Withdrawal,0.0,neurotism
Behavioral Content Knowledge,Volatility,0.0,neurotism
Behavioral Content Knowledge,Negative affect,0.0,neurotism
Behavioral Content Knowledge,Depression,0.0,neurotism
Behavioral Content Knowledge,Anxiety,0.0,neurotism
Behavioral Content Knowledge,Anxiety (Test),0.0,neurotism
Behavioral Content Knowledge,Uneven Tempered,0.0,neurotism
Behavioral Content Knowledge,Suspiciousness,0.0,neurotism
Behavioral Content Knowledge,Self esteem,0.12,neurotism
Behavioral Content Knowledge,Stress tolerance,0.0,neurotism
Behavioral Content Knowledge,Locus of Control,0.0,neurotism
Behavioral Content Knowledge,General Factor of Personality,0.0,neurotism
Behavioral Content Knowledge,Factor Alpha,0.22,neurotism
Business Knowledge,Neurotism,0.0,neurotism
Business Knowledge,Withdrawal,0.0,neurotism
Business Knowledge,Volatility,0.0,neurotism
Business Knowledge,Negative affect,0.0,neurotism
Business Knowledge,Depression,0.0,neurotism
Business Knowledge,Anxiety,0.0,neurotism
Business Knowledge,Anxiety (Test),0.0,neurotism
Business Knowledge,Uneven Tempered,-0.54,neurotism
Business Knowledge,Suspiciousness,0.0,neurotism
Business Knowledge,Self esteem,0.26,neurotism
Business Knowledge,Stress tolerance,0.0,neurotism
Business Knowledge,Locus of Control,0.0,neurotism
Business Knowledge,General Factor of Personality,0.0,neurotism
Business Knowledge,Factor Alpha,0.0,neurotism
Occupational,Neurotism,-0.04,neurotism
Occupational,Withdrawal,0.0,neurotism
Occupational,Volatility,0.0,neurotism
Occupational,Negative affect,0.0,neurotism
Occupational,Depression,0.0,neurotism
Occupational,Anxiety,0.0,neurotism
Occupational,Anxiety (Test),0.0,neurotism
Occupational,Uneven Tempered,0.0,neurotism
Occupational,Suspiciousness,0.0,neurotism
Occupational,Self esteem,0.0,neurotism
Occupational,Stress tolerance,0.0,neurotism
Occupational,Locus of Control,0.11,neurotism
Occupational,General Factor of Personality,0.0,neurotism
Occupational,Factor Alpha,0.06,neurotism
Military & Police,Neurotism,-0.16,neurotism
Military & Police,Withdrawal,0.0,neurotism
Military & Police,Volatility,0.0,neurotism
Military & Police,Negative affect,0.0,neurotism
Military & Police,Depression,-0.14,neurotism
Military & Police,Anxiety,-0.09,neurotism
Military & Police,Anxiety (Test),0.0,neurotism
Military & Police,Uneven Tempered,-0.19,neurotism
Military & Police,Suspiciousness,0.0,neurotism
Military & Police,Self esteem,0.19,neurotism
Military & Police,Stress tolerance,0.0,neurotism
Military & Police,Locus of Control,0.0,neurotism
Military & Police,General Factor of Personality,0.0,neurotism
Military & Police,Factor Alpha,0.0,neurotism
Realistic Knowledge,Neurotism,-0.29,neurotism
Realistic Knowledge,Withdrawal,0.0,neurotism
Realistic Knowledge,Volatility,0.0,neurotism
Realistic Knowledge,Negative affect,0.0,neurotism
Realistic Knowledge,Depression,0.0,neurotism
Realistic Knowledge,Anxiety,-0.17,neurotism
Realistic Knowledge,Anxiety (Test),0.0,neurotism
Realistic Knowledge,Uneven Tempered,-0.28,neurotism
Realistic Knowledge,Suspiciousness,0.0,neurotism
Realistic Knowledge,Self esteem,0.17,neurotism
Realistic Knowledge,Stress tolerance,0.0,neurotism
Realistic Knowledge,Locus of Control,0.0,neurotism
Realistic Knowledge,General Factor of Personality,0.0,neurotism
Realistic Knowledge,Factor Alpha,0.0,neurotism
General Science Knowledge,Neurotism,0.01,neurotism
General Science Knowledge,Withdrawal,0.0,neurotism
General Science Knowledge,Volatility,0.0,neurotism
General Science Knowledge,Negative affect,0.0,neurotism
General Science Knowledge,Depression,0.0,neurotism
General Science Knowledge,Anxiety,-0.01,neurotism
General Science Knowledge,Anxiety (Test),-0.73,neurotism
General Science Knowledge,Uneven Tempered,0.08,neurotism
General Science Knowledge,Suspiciousness,-0.8,neurotism
General Science Knowledge,Self esteem,0.17,neurotism
General Science Knowledge,Stress tolerance,0.01,neurotism
General Science Knowledge,Locus of Control,0.92,neurotism
General Science Knowledge,General Factor of Personality,0.0,neurotism
General Science Knowledge,Factor Alpha,0.0,neurotism
Life Sciences Knowledge,Neurotism,-0.06,neurotism
Life Sciences Knowledge,Withdrawal,-0.07,neurotism
Life Sciences Knowledge,Volatility,0.0,neurotism
Life Sciences Knowledge,Negative affect,0.0,neurotism
Life Sciences Knowledge,Depression,-0.13,neurotism
Life Sciences Knowledge,Anxiety,0.32,neurotism
Life Sciences Knowledge,Anxiety (Test),0.0,neurotism
Life Sciences Knowledge,Uneven Tempered,-0.49,neurotism
Life Sciences Knowledge,Suspiciousness,0.0,neurotism
Life Sciences Knowledge,Self esteem,0.23,neurotism
Life Sciences Knowledge,Stress tolerance,0.0,neurotism
Life Sciences Knowledge,Locus of Control,-0.12,neurotism
Life Sciences Knowledge,General Factor of Personality,-0.0,neurotism
Life Sciences Knowledge,Factor Alpha,-0.0,neurotism
Mechanical Knowledge,Neurotism,-0.17,neurotism
Mechanical Knowledge,Withdrawal,0.19,neurotism
Mechanical Knowledge,Volatility,0.05,neurotism
Mechanical Knowledge,Negative affect,0.0,neurotism
Mechanical Knowledge,Depression,0.01,neurotism
Mechanical Knowledge,Anxiety,-0.1,neurotism
Mechanical Knowledge,Anxiety (Test),-0.2,neurotism
Mechanical Knowledge,Uneven Tempered,-0.25,neurotism
Mechanical Knowledge,Suspiciousness,0.0,neurotism
Mechanical Knowledge,Self esteem,0.15,neurotism
Mechanical Knowledge,Stress tolerance,0.0,neurotism
Mechanical Knowledge,Locus of Control,0.0,neurotism
Mechanical Knowledge,General Factor of Personality,0.0,neurotism
Mechanical Knowledge,Factor Alpha,0.07,neurotism
Natural Sciences Knowledge,Neurotism,-0.01,neurotism
Natural Sciences Knowledge,Withdrawal,0.0,neurotism
Natural Sciences Knowledge,Volatility,0.0,neurotism
Natural Sciences Knowledge,Negative affect,0.0,neurotism
Natural Sciences Knowledge,Depression,0.0,neurotism
Natural Sciences Knowledge,Anxiety,-0.22,neurotism
Natural Sciences Knowledge,Anxiety (Test),-0.42,neurotism
Natural Sciences Knowledge,Uneven Tempered,-0.08,neurotism
Natural Sciences Knowledge,Suspiciousness,0.0,neurotism
Natural Sciences Knowledge,Self esteem,0.12,neurotism
Natural Sciences Knowledge,Stress tolerance,0.0,neurotism
Natural Sciences Knowledge,Locus of Control,0.0,neurotism
Natural Sciences Knowledge,General Factor of Personality,0.02,neurotism
Natural Sciences Knowledge,Factor Alpha,0.01,neurotism
Physical Sciences Knowledge,Neurotism,-0.18,neurotism
Physical Sciences Knowledge,Withdrawal,0.0,neurotism
Physical Sciences Knowledge,Volatility,0.0,neurotism
Physical Sciences Knowledge,Negative affect,0.0,neurotism
Physical Sciences Knowledge,Depression,0.06,neurotism
Physical Sciences Knowledge,Anxiety,-0.13,neurotism
Physical Sciences Knowledge,Anxiety (Test),-0.14,neurotism
Physical Sciences Knowledge,Uneven Tempered,-0.22,neurotism
Physical Sciences Knowledge,Suspiciousness,0.0,neurotism
Physical Sciences Knowledge,Self esteem,0.17,neurotism
Physical Sciences Knowledge,Stress tolerance,0.15,neurotism
Physical Sciences Knowledge,Locus of Control,0.08,neurotism
